sentiment,review_body,product_category
1,Love this tank!! the cotton is very soft which also allows some flow. i've worn this to yoga  and to teach barre and cardio dance and it's a hit! as a life-long dancer  this was a must have. my only negative is since the sizing is either xs/s or m/l  it may run too big or too small for some. i tyically wear a m or 6 in retailer tops and this is a little large in m/l; however  not to the point of being distracted with straps falling or the like. highly recommend.,Lounge
1,"These pants are amazingly soft and comfortable. they can be worn with cute flats and a dressier top/accessories to work or with a simple tee or tank with tennies for running errands or lounging around. these are great for multiple seasons. i'm 5'2 so they are a little long but the ruched ankle makes that look by ""by design"".",Lounge
1,"Great ""sweater/jacket for spring and fall! i am a pilates tea her and great for before and after workouts! great price and a little thicker material like a sweatshirt to keep you nice and warm. tried it in-store and bought on online ! love",Lounge
-1,Ordered a size medium as i usually take a medium in retailer coats- the wool is wonderful however the stripped bands are sewn into the fabric which add to the weight. the coat has an odd shape - not a line or straight. the medium was large on me. the bottom edges of the coat did not line up when buttoned and there was no inside hook or button to help even out the bottom edges. sadly this coat will be returned.,Outerwear
-1,This sweater coat is very bulky and has an odd and unflattering shape when on.,Outerwear
-1,I really wanted to love this waistcoat. i purchased this online and tried it on as soon as i received it. it runs large  but i should have realized the horizontal stripes sitting on the hips is not a good thing. the fur adds additional bulk where it is not needed  the hip area !!!!. i purchased a small and could have purchase a xs  but i think the problem would still be there in a smaller size. it's going back  but i am disappointed as i really wanted a something a little alternative !!!!!,Outerwear
-1,I saw this in the store and was glad i didn't order it earlier online. i thought it would be beautifully stitched but it was rather flat and unimpressive in person. i like more unusual and flattering pieces  and this just wasn't it. no compliments here.,Outerwear
-1,Darling jacket/coat  similar styling as the beige with big flowers and lace-up back that i bought a few years ago and still love. i was considering this one  but the description says to hand wash. seriously? a coat? that's simply not practical. not sure if i will buy this one.,Outerwear
-1,Visions of sartorial splendor danced in my head as i planned my instagram posts centered around this coat. and then it showed up on my door and my dreams were crushed. i'd already read the reviews and knew the coat was unlined and would be oversized. i did not expect it to be soooo sloppy. especially around the collar. there is nothing crisp about it. i've had boiled wool outer ware before that held its shape much better than this. if i wanted fleece i wouldn't have picked retailer as the s,Outerwear
-1,This coat is awful  just awful. i bought it based on the reviews  my husband said it looks like i am wearing a mattress. it looked awful. i really really liked the softness and that it wasn't like another puffer coat  it was also stretchy and the buttons super easy to wear  but the look  style  and design make it very unflattering. it looked so bad that i took it off right away. so disappointing!,Outerwear
-1,"Saw this on line and decided to ""splurge"" for the holidays. arrived today and is going right back. runs very small especially in the waist. trim is a cheap ribbed fabric with a zipper. fabric is not elegant looking as in the picture  appears cheap and very itchy. sooooo disappointed.",Outerwear
-1,"I was looking for a really warm  but stylish coat that i could wear when the weather is frigid as it sometimes gets here in the dc area. i tried on a size small  which is my usual coat size. while the coat fit  it was not flattering. for reference i am 5'9"" 128 pounds and usually wear a small/xsmall in retailer tops. in this coat i looked like a linebacker with pads on. the front material is doubled  which makes you look like you have a large protruding stomach. the shoulders are bulky and",Outerwear
0,I love the pattern on this jacket and enjoy the bell shape. a fun jacket to through on and add quick style to a skinny pants.,Outerwear
0,"This is a beautiful coat nicely constructed and very warm. it was just too bulky for me and i looked 10 lbs heavier in it. i am 5'7"" and 140 lbs. maybe it would be better suited to a more slender frame.",Outerwear
0,I wanted to fall in love with this jacket! i'm an xs or s in retailer brands so i ordered this online in both sizes. when i received it i felt the fabric and immediately loved the color and texture. creamy white (not too stark) and so incredibly soft! the length was the same as on the model which is what i wanted because being 5'2 113# many jackets swallow me. i have narrow shoulders and unfortunately this jacket was too broad and puffy for my frame  and i looked like a marshmallow. the xs was the,Outerwear
0,I tried this jacket on and it was definitely cute but a couple things to note. it's a wool acrylic blend and it was already starting to pill from being tried on in the store. also  it's unlined. i thought the price point was high given its fibers and unlined. given its hem  i wonder how much longevity the piece has and how quickly it might start to look dated too.,Outerwear
0,I remember seeing this great jackets online and knowing that i would have to have it! so i traveled to the store to try it on. the ruffle on the bottom was beautiful and fluffy and just like the pictures. the color was perfect and it was lightweight enough i could get more uses out of it that most of my coats in the texas heat. so i tried on the small. the didn't quite button over my bust  and i did an arm wiggle that made the arms too tight near where they met my body. no problem  medium it is.,Outerwear
0,I thought this would be so clean looking  in a theory/vince. menswear way  but unfortunately the cut of the coat is super unflattering. i waiver between a 2 and a 4 at retailer and erred on the side of caution and went with the 4. the shoulders are way off the mark  sleeves are too long  and the button hits about 3 inches too low. it's just...baggy...in a way that the size itself is not the issue. alas  this is going back  and my search for the perfect coat continues!,Outerwear
0,This coat is so lovely  it is the embodiment of 1940's classic movie star style. the color  the style  the collar add a subtle flair of drama that you definitely want in your wardrobe .... if only it weren't for those pesky buttons! like other reviewers  i am disappointed to note that within a month of owning  the top button popped off in the middle of a dinner date on a rainy night in a french restaurant. that same night  i noticed a button was missing from one of the sleeves. alas  i am as yet,Outerwear
0,I wore this coat one day and the buttons started falling off. it stretched so much. i'm going to beg my local store to take back. it shouldn't fall apart like that. it's super duper cozy though.,Outerwear
0,I fell in love with this trench when i first saw it online but ended up returning it once i tried it on. i'm 5'9  140 lbs and the m fit true to size. but the belt hit above my natural waistline and the skirt of the coat was much fuller than i expected  making me look heavier. the material also wrinkles easily and the stitching was poor quality with lots of loose threads. disappointed  as the color and concept were great.,Outerwear
1,I tried this jacket on in store  both m & l. both seemed to pull a little at waist/pocket (notice the raised pleat on the closeup. i ordered xl on line. it fits better but still seems to fit like the other two when fastened. snaps seem to be misplaced. on the plus side  the style is cute and there is brown (taupe) mixed in with the grey which is more flattering to brownettes. there isn't much difference in sizing of all three. i am not sure whether this is a keeper. open  it is fine and casual;,Outerwear
1,Runs almost two sizes small. i plan to wear as a jacket over a sleeveless dress / skirt / trousers like a suit. the material is sturdy. i recommend for early autumn or spring weather. once again  a collector's item with unique colors and design of pattern.,Outerwear
1,"I got this coat to throw over slacks at work with the ac  and it's perfect. the picture online is less flattering than in person. found that the medium was too large in shoulders and arm length  small was right for 140lb  5'8""  typical size 6.",Outerwear
1,This jacket is so adorable on! i have no idea why retailer styled it with a chunky cream turtleneck under it considering the jacket is also cream and it's hard to tell what it even looks like?! i've been searching for a coat like this to give my leather jacket a break. in my opinion a lot of the faux coats look like they have cheap itchy material. this definitely does not! it is super soft and the faux fur is of high quality. the inside is also lined and feels like a very thick soft jersey sweater,Outerwear
1,I ordered xs/s. i usually wear medium in tops and coats. the next size up would've been too big so this cape does run large.,Outerwear
1,I've been looking for a leather/faux leather jacket for ages  and this one is perfect! it's just a tiny bit edgy  but more feminine than most leather jackets  which is exactly what i was looking for. i typically wear xs  but after reading the reviews for this jacket that said it runs small  i ordered both a small and xs to try on. the small was way too big  and the xs fit perfectly - it can be worn over a light layer or over a chunky sweater very comfortably  without the arms getting tight. i th,Outerwear
1,"Very happy i purchased this jacket - although to me it is really a coat. it fits wonderfully and is so soft. i appreciate the uniqueness - not the usual dull winter shades of black/gray/navy. although i live in minneapolis much of the winter & it will not be warm enough once the temps drop beyond 20 degrees  it is perfect for the in-between 21- 50 degree days. i am a size 6 (5'5""  135 lbs). tried the small & medium. the s was a bit snug in the hips so chose the m and it is just right.",Outerwear
1,Oh just wow. this jacket is simply wonderful. ordered my regular size large and it's a bit oversized due to the swing cut and absolutely adorable on. love everything about it except the length which is very cropped. it's lightweight yet warm and very cuddly. the snap closure is wonderful. then there's the leather trim which just takes it up a notch. plenty of room for a sweater and it's lined. although it's so cropped  i think the length will be attractive worn over anything that's longer.,Outerwear
1,Love this coat! beautiful pattern and thick enough to keep you warm with a lining inside. i am short so i got the petite and it fits perfectly in the arms and overall length. i read other comments about the button being too low but i didn't find this to be true. i liked the lower button as it allows you to show some of what you have underneath.,Outerwear
-1,"The other reviews seemed promising and so i ordered these in a 10 petite. i am 5'4"" and the length was still long and would either need to be worn with a heel or altered. the length was not what made me send them back though. the quality is very very nice and the fabric thick  stretchy and well made. however  the body hugging fit and flare make these look exactly like a yoga pant but made from nice material. if i were a bit more confident to wear these outside of the gym then they would be great",Pants
-1,I love relaxed-fit wide leg pants with some pockets and draw string  so naturally i was super excited to see these. i got them in gray and they felt and looked perfect right out of the bag  material was soft and flowy but not too thin. unfortunately the sizing is completely off unless i got a defective pair  i got my usual size l and they felt like s or smaller  i barely could get them on and i could not zip up. i'd need at least two sizes larger for them to fit at all. very disappointed  will l,Pants
-1,I would not recommend these pants if you have a curvy or athletic figure. these pants seem to be cut straight up and down. the fabric is not soft  the color is slightly more muted in person  and they are not as relaxed as they appear to be on the model.,Pants
-1,I thought these were gorgeous and was going to buy them although the price was a bit high. in fact  two separate women came up to me as i was walking around the store and asked where i got the pants because the colors are so vivid. however  as we were looking at the items  we noticed that both the green and the blue both had several small holes in them due to stitching quality  as the previous reviewer noted. therefore  none of us purchased the pants.    the staff at the store were very helpful,Pants
-1,Let me start off by saying that i really  really wanted this jumpsuit to work as it looked good on me and was tts (got a 6p). unfortunately  it didn't work out due to the two buttons at the top which break way too easily. i had to return it and exchange for another jumpsuit but it did me no good as the second one did the very same thing so i didn't even bother trying it on. the buttons broke through before i even got the chance as the material is far too thin and the back of the buttons just pop,Pants
-1,"I bought this outfit online on sale - so i only paid $70  but i think if i saw it in person first  i probably wouldn't have purchased it. while the design is cute  the fabric is beyond cheap. it's not just polyester - it's like a plastic polyester. i think if you dress it up with high heels  necklace  armful of bangles  you can probably distract from the fabric.     5'5""  120lb  purchased xs and it's a little big still.",Pants
-1,"Ah! i wanted to love this but without anything under it (as pictured)  the petite sizing reveals way too much side boob. i am 5'3"" and a small b cup. i ordered an xs petite. it fits but there isn't enough material under the armpits. the fabric and design is great other than this flaw. sadly returning.",Pants
-1,Wanted to love this colorful romper. the fabric was suuuuper thin and very cheap feeling and looking. no way would i wear this.,Pants
-1,These pants are the perfect color  and i love the detail of the zippered pockets... i was so excited when they came in the mail and fit pretty well. they were slightly loose  but i thought they would hold their shape and the size smaller would be too small. after an hour of wear  i was swimming in these! i can almost pull them down without unzipping them and the seat of the pants looks particularly  um  saggy. i am in-between a 4 and 6  and since the pants are detailed as slim fit  i thought it,Pants
0,This runs huge  not large  huge; and hung in quite a baggy way. bought a medium ( 5'10  150 lbs) and i could have gotten an x-tra small. maybe if there were free shipping i would have reordered  but now its just too much of a hassle,Pants
0,Ok  if i had a different body  this would be awesome but i have a big butt and meaty thighs so just did not flatter me. although my husband couldn't tell that the pants were tugging on me (thanks to the pattern it does camouflage)  it was uncomfortable. so if you are built like me  this isn't the jumpsuit for you.     this is a well made garment but there is no give in the butt and thigh area (hence would not recommend for my thick thighed sisters).     for reference  i am 5'3 and 150 pounds. th,Pants
0,Nice quality and feel to the fabric but they are super lightweight and do not come down to the ankle. they fall at a strange place on the calf - a better cropped summer pant  perhaps.,Pants
0,I typically wear a 4/6 but am a little bigger right now  so i went with the medium. was so excited to get these but was very disappointed when i tried them on. they look beautiful  but there is no lining  leaving the fabric uncomfortable. they were also huge! definitely make sure you size down if you d,Pants
0,The straight-leg silhouette is ruined for me by the immediate bulge beneath the elastic waistband  mostly caused by the pockets. their openings protrude out right below the waistband. it's not flattering and while the trousers are not too tight for my hips  they give the impression of extra hips. if not for that silhouette issue  i would keep the trousers  as they are comfortable and pretty  and unlike my other trouser options. not see-through  as i feared.,Pants
0,Thought this looked so cute  especially for averting frame. it arrived and was too large  the fabric felt super cheap  and the lace detail on the shoulders was very prominent.... and not in a good way. returned.,Pants
0,Love these pants. ordered in petite . love style  great fit but so long .   keeping but have to get hemmed 2 1/2 inches.   decided to order the black & green as well.,Pants
0,"Bought a pair of the gray and loved them  but after i washed them i saw the color was distorted as if bleach from a previous wash was still in the machine.     so i ordered a second pair this one in green - same thing happened after i washed it. looked at instructions (finally!) and it says to wash in cold water - i washed in warm. could that be the problem?     anyway - now they both look like there's discoloration and not a ""washed look"" that's on purpose.     i'll still wear them  but an expe",Pants
0,I bought these pants in white and tan. they are comfortable and fit great.however  they tend to stretch. i just got them and they are already starting to become uncomfortably loose. i still really like them but i recommend you buy a little tight so they become comfortable.,Pants
1,"These culottes are fun. i bought the neutral color with the black stripes in xs. in my opinion  they run big. i am usually a small (4-6)  31"" waist  38"" hips. pleats at the hip and low waist area are not always my friend  but with a longer tank or shirt  they looked fine. the fabric moves in a graceful way and these culottes can be dressed up or down. so far  wrinkling isn't a huge problem but we'll see. i am 5' 9"" tall and these fall about the same place on the model--mid calf. they looked grea",Pants
1,I skipped over these when they first cme in store  but it was reccomended to me to try them on. so i did  and i loved them  they look like a skirt which is amazing but you won't be worrying on those breezy days ;) they run very big!!!! i'm usually a 26/27 or 2/4 in pants and i got the xs and feel like i could have even sized down but that's the smallest size carried in store. i got them in the green because i felt that the color went more with the casual feel of the pant. if you are interested i,Pants
1,Today i happened to walk into my favorite store with an already reduced 30percent off sale sign. i tried on this pants and let me tell you-wow!! they are super comfy and made my behind look great!! i will definitely start wearing these asap!!,Pants
1,I don't usually have the best luck with pants from retailer but something made me try these on. i am so glad i did! i love the fit and the fabric  they are so soft and comfortable.. i loved them so much that i bought an additional pair of the grey wanted the turquoise but they were sold out of my size so i settled on the sand... i will definitely try other styles of the pilcro.,Pants
1,"I love flowy pants like these. pattern looks different  the green is pale  like on the far right. smocking is a beautiful touch and they are a nice weight and well made. had to hem them up about 2"" and i'm 5'8""  about 180. xl fits perfectly.",Pants
1,I am so happy with this jumpsuit! it is the perfect comfortable and casual summer outfit. the fabric is super soft. i was unsure about the length at first because it's shorter than my other jumpsuits  but if you scrunch up the bottom of the legs and add some sandals  it's a great look.   highly recommend!,Pants
1,Ordered the grey colored capris & they fit great. i am 5'5 110lbs and the size 25 fits me comfortably. i've recently been making a transition into more comfortable  looser style pants instead of skin tight jeans. these are great. still figure flattering  but comfortable and well made. the detail on the button section is lovely also.,Pants
1,"I bought this in store  size xs. i weigh 125-130. it was displayed with a white blouse. i cannot imagine wearing it as pictured. i bought it for work. it has nice detailing  back & side pockets  the straps that tie so cutely in the back is what adjusts it to your body. even at 5'5""  it is still cropped  i look forward to playing with it in regards to flats  heels  boots. long sleeve t-shirts  turtle neckes  even sleevless stuff.",Pants
1,Love all things mes demoiselles and these do not disappoint! the gold does not show in the picture but they sure do sparkle...in a great way. the fabric is rich and can be worn all year as they are light weight for summer but carry a look perfect with sweaters. i love them and with the sale on sale they were a steal and happy to have them...they will be that one piece that i will grab again and again. i love the look of peasant blouses and shorter vests...in a contrast print would be incredible,Pants
-1,Beware. white is not white. white is more cream  off-white  light beige. i was really looking forward to these shorts but was immediately disappointed when i saw the color. they are cute  but not white. i bought them to wear with the nautical look tops for this summer  but unfortunately  creamy colored shorts don't do much for navy/white tops.also  the button is very difficult to open/close.otherwise they are ok.,Shorts
-1,Don't be fooled by the image; unless you have a c/d chest  this romper has masses of draped fabric right around your middle--exactly where you want it least! very unflattering and rather expensive for the poor quality. back it goes!,Shorts
-1,I love the way these shorts fit and look; very comfy  but after laundering one time  the lavender color became blotchy. used regular detergent in gentle cycle and it looks like someone poured bleach on them in random areas & they are unwearable! i have several colors  but the only color that was a problem is the lavender. $58 for one wear was a waste. i hate to leave negative feedback  but be careful with laundering.,Shorts
-1,"I was so excited that retailer finally had some bermuda shorts for those of us that are 1) older and don't want to show off that much leg anymore  and 2) are ""curvy on the bottom"" and really cannot wear the shorter shorts. i ordered these immediately in the navy. i usually wear a 31 in pilcro jeans  and like the other reviewer observed as well  i was floating in these - not only in the waist but everywhere. the legs are big - but it's supposed to be a boyfriend cut so i get that  but they just are",Shorts
-1,"I was so excited to try these  it's hard to find cute bermuda shorts. the legs were so wide. my husband asked if i was wearing his shorts. they don't look that wide in the picture. i am 5'4"" and 130 lbs i bought my regular size 28 but the waist was huge i could have sized down one or two sizes. unrolled they came to my knee.",Shorts
-1,The picture makes the shorts look structured. i assumed they were made of a heavier cotton material. i was disappointed when they turned out to be a light weight polyester.     also  this runs way too big. i am busty and did not fill out the top of the xs.    i wouldn't even buy this at the sale price.,Shorts
-1,It was so cute in the pictures and i was looking for something to wear to my trip to europe so i purchased it but it really didn't live up to my expectations. i'm 5'3  115 and got a s. it looked odd on me...a little too short on the bottom  a bit too big on top and overall i thought the material looked cheap for the price. i returned it.,Shorts
-1,I really wanted to love the shorts.  when i read that the shorts were lined  i expected them to be lined so that my underwear didn't show.  even though the shorts are lined  you can see through the fabric completely.  this was absolutely disappointing since the shorts have a lovely exterior design; pockets; and  comfortable waistline.  i'm returning the shorts as well.,Shorts
-1,I've been wearing these shorts for years  i work outside and it was great to have comfortable jean shorts that were just the perfect length. the fabric quality on these shorts (and many many other retailer items) has gone down. sure  they're great when you try them on in the store..soft  comfortable  flattering  but when these are worn for a day they get so stretched out that i feel like i need a belt to keep them on. i wore these several times  sat down on a relatively smooth concrete wall  and a,Shorts
0,I love the quality and colors of this romper; however i have a long torso and the top part was just too short for my body style. it made the bottom part pull as well. overall the fit just wasn't right for me. i did love the material and it is a very nice piece.,Shorts
0,The fabric is super soft and comfortable and the look is cute  however the drape on the front crossover is not great and doesn't flatter well. the shorts will probably run a little on the short side for some - i'm very short (5') and the length is great for me but i'm guessing not for the average height.,Shorts
0,I'm keeping these shorts because they are cute. i sized down as the previous reviews suggested and they fit great  but they are snug around the legs. i think i would have preferred a more baggy look  but then they would have been too big around the waist (had i ordered my typical size). they are soft and comfortable  the navy color is really pretty.,Shorts
0,"The shorts are very cute  very nice quality and intricate detailing! the sizing is tight in waist and very big in legs not flattering at all. i'm 5'1""  115 lbs. they are going back.",Shorts
0,There is a lot of fabric here! the legs fit me fine  but they are long and when you roll them up it creates a bunching of fabric in an awkward area. i've also found that they don't stay rolled up in the back  especially if you sit down. it's a shame since the fabric is soft and comfortable. maybe sizing down would've helped  but i doubt that would've fixed the problem of the cuffs staying rolled up.,Shorts
0,"I tried this in a size medium. i have purchased several rompers this summer and that's usually the size that fits (i'm 5'4"" and hover around 130lbs). i'm short waisted. i don't have a long torso but this just fit. if you look at the model in the pic  she's bent to one side giving the look of blousing at the top  but if you stand upright  it's very straight and smooth. i could get it to blouse over the waist but then i had to pull the bottom up so high the shorts became way to short. i like the m",Shorts
0,"I love these shorts  very pretty and well made  but if you have any kind of muscle in your thighs  beware  not as flattering as on the model a9dn probably previous reviewer). shorts hit at hte widest part of my leg  creating a weird tent effect around the area. waist was true to sizw and i can only imagine how beautiful they would be on ""skinny"" legs.",Shorts
0,This romper is extremely well made and the colors are even more beautiful in person.  however  i found it to run extremely short in the torso.  i couldn't get my arms through the sleeves after stepping into it without ripping the garment.  for reference i'm 5'9 with a slightly longer than average torso.  i ordered my normal size m.,Shorts
0,"This was so ridiculous on me. i'm 5'8"" 120 usually a 2/xs. so i ordered the xs. the inseam of the shorts are so short they barely cover my bum. and i mean barely. the romper itself was so wide that two of me could have fit in it.  love the colors  fabric  and the non-elasticized waist. if you are under 5'5"" this might work for you in non-petite sizing.",Shorts
1,Very comfortable and love the color. i'm a bit curvier on the bottom and the small still fit me fine.,Shorts
1,These shorts are really cute and are a flattering length. grey color has a silvery look to it. keepers.,Shorts
1,I ordered these in both the grey and moss  and i love both. they are very soft  very easy  loose fitting casual shorts. i wear them a bit lower on my waist than pictured  so they hit lower on my leg than on the model  which i prefer in these. i am 5'3  105 lbs  ordered xs. the dark grey ones feel more versatile  like you could throw on anything with them and go. the moss look cute with white/cream summery tops. they washed well (machine  cold  laid flat to dry)  touched up with light steam from,Shorts
1,"I love these shorts. love that the inseam is longer than 3"". the pattern is awesome  perfect for spring. my thighs are always going to be bigger than most  so i sized up 1 size like i do in all cartonnier pants. these are a must have for spring/summer!",Shorts
1,So glad i gave these a try last summer in the peachy pink color. this year  i got the darker grey. color is great- goes with so much-and they are so soft and comfortable. also love that these can work rolled up or down at the bottom,Shorts
1,I love these shorts! i know reviews say to size down and yes you very well could. but i like my shorts a little bigger so they hang on the waist and can wear a belt. they are so comfortable and the length is perfect! i love that they are loose around the thigh so they don't ride up while walking. i think they might look silly rolled down because they are so wide. i wish they had black  army green  and a dark wine. i would be in heaven!! i got the dark grey and the navy and am very happy.,Shorts
1,Adorable  comfortable piece. runs slightly big.,Shorts
1,"I really looked forward to receiving this piece  it was however extremely difficult to get on and off. you have to step into it and it is very narrow. it is difficult to get your arms in and i had to have my husband's help getting it off. i am 5'9"" 135 pounds. i have a fit figure. i ordered a medium  i wear a small or x-small for a top and an 8 in shorts or pants. once it was on i was not thrilled with the extra material around the hips and tummy area. it is not terribly becoming  it bunches up",Shorts
1,I tried on this romper when it was still full price and loved it  but wasn't sure i wanted to splurge at the time. at the new sale price this romper is definitely worth it for the quality and style. i am 5'2''/103lbs and the xs fits pretty well  but truthfully an xxs would have been better if it existed. the top part of the romper (above the waist) is a bit long--- the waistband hits maybe an inch or 2 below my natural waist  but perhaps this can be tailored. overall very happy with this purchas,Shorts
-1,I usually wear a 6 and ordered two other skirts at the same time. the other skirts fit perfectly and this one was more like a size 2. very disappointed for i really liked the idea of it.,Skirts
-1,I loved this skirt. so flattering and such a beautiful fabric. unfortunately after only 2 wears  the waistband stretched out so much that it was falling off me (literally). i bought the right size and it was not too tight. the waist band material simply lost its stretch very quickly. very disappointing.,Skirts
-1,This skirt looked absolutely beautiful in store and took my breath away. i immediately headed to the fitting room to try it on  but was disappointed by the awkward ruching. if this skirt has removed that upper portion and kept a normal waistband (thereby also shortening it to knee length)  it would have been lovely. it should be noted that this is midi-length  which is awkward on me. i was unable to find a cute way to wear this which is disappointing since it could have been lovely.,Skirts
-1,This skirt is definitely not what i was expecting. the material is stiff and rough. the skirt is also loud. you can hear it swishing when you move  and not in a classy way. it feels like you're wearing a very long tutu. also  the pattern isn't quite as pretty in person. they must have used magic in order to make this skirt look flowy in the photos - it does not flow.,Skirts
-1,The skirt that i received had very little blue or green in it  and was mostly white  yellow and some red. the fit was fine but the quality for the price was not there for me. the lack of quality and the disappointment in the quality equals a return.,Skirts
-1,What an adorable and frustrating skirt! i'm not a large person: 32d-26-36. and i ordered my normal size small. this is a pull on skirt  and the waist opening could not accommodate either my shoulders or my hips. in most retailer clothes  i'm either a size 2 or 4; i have to agree with the other reviewer. there is no way to put this item on.,Skirts
-1,As the other reviewer said  the skirt had this weird bunching on both sides of the hips-it was ridiculous. i don't know how anyone could wear it-looks like you had two little triangle things poking out from each hip. i'm long and lean so usually skirts like this fit me well. very very strangely constructed-i couldn't keep it even at the deeply discounted price,Skirts
-1,I bought this in the blue and really wanted to like it--i had plans to check sizing and then order it again in the red  as well! however  this skirt falls victim to the recent design trend of using a pattern for a structured skirt but substituting a softer fabric and (horrors!) an elastic waistband. this ended up just looking kind of cheap and sweatshirty as a result. back it went.,Skirts
-1,This was disappointing to me. i love how this looks on the model. unfortunately it made me look huge. it was all bunched up after i buttoned and put it on. i didn't find it was tts  i am a 10 m and got the m. it was too tight in the waist. before i'd even put it on  i noticed the waist looked very small. i don't even think the sizing issue caused the material bunching. it's like the buttons didn't match up or something.,Skirts
0,This skirt looks exactly as pictured and fits great. i purchased it a few weeks ago and got lots of compliments on it. however  on the third wear  the side zipper split wide open. needless to say  it was returned.,Skirts
0,"The fabric was more ""southwestern"" looking when i got it than it looked in the pics. it fit a bit larger around the bottom than i like.",Skirts
0,This is a beautiful fabric and the skirt is so nice. what is wrong is the cut of the skirt. one side bells out more than the other  giving it an off center look from the front. my legs were not centered.,Skirts
0,The pattern is cute. it's a little more subtle than in the photos. the problems were the skirt are 1: pretty sure it will wrinkle in two seconds and 2: it has buttons down the front of it with no lining behind it. which means  if you sit down wearing this skirt and it doesn't lay quite right  it gaps and you can see whatever is or is not underneath! the buttons are like two inches apart  so it's not a tiny little gap. no thanks. also  this skirt fir true to size  it wasn't tight  just gappy.,Skirts
0,I absolutely adore this skirt! sadly it was a lot of skirt for me- i'm 5 feet nothing and it would have been too much fabric to hem. wish this skirt came in a petite size. great color and a fun option for the fall wedding season!,Skirts
0,Love the design  material  and color...the sizing as listed is waaaaay off (running small). returned to store (after purchase online) 3 times to get one that fits  which was at least generally easy :o,Skirts
0,I really wanted this skirt to work but it didn't look very flattering on me. a great midi length and very cool pattern  so hopefully will work for others!,Skirts
0,I stumbled upon this item at my local retailer  and immediately had to true it on. the colors are so lovely in person. after trying it on  i was disappointed :( the material has a foamy/air feel to it  and the skirt seems to run small. needless to say  i didn't purchase this item.,Skirts
0,The material is beautiful and as others said its a bit fuller than one might think. i am returning because it's high waisted with a thick elastic waist band. not my style - i suppose it would work with a thick belt. as i said its beautiful - just not my style.,Skirts
1,Just grabbed this today! great find. i paired it with a white blouse with blue polka dots....will pair with anything though  with great neutral colors. white or blue jean jackets  sweaters....the skirt has a little stretch for my hourglass figure  but would work with any type body i think. a many season skirt  perfect for traveling.,Skirts
1,I decided to go shopping at my local co store and as soon as i walked in  i saw this skirt but it was used  as a top with green cropped summery pants on a mannequin. one of the lovely salesgirls decided she liked it better that way after she tried it as a top herself.  i tried it as well and love it as a top! she was small framed and my height and told me she sized up for comfort and she was correct. if used with a strapless bra  your regular size ( mine is a small) will be uncomfortable. howeve,Skirts
1,I've been wanting a higher-waisted  button-front skirt. this one was perfect because of the texture on the denim.. it makes it dressy enough to wear to work if you are in a business-casual setting. i think it has a ton of versatility for multiple seasons. i'm normally a 0 or 2 in dresses (5'6  118 lbs) and i ordered a 0 in the skirt  as the natural waist is a little on the large side. i love it!,Skirts
1,Based on the two reviews on this skirt and  for the sale price i purchased the small--i 'm usually a large/extra large. i carry my weight in the middle  and this skirt stills works. very sofisticated striping  slimming! i haven't experienced any slipping  but i haven't worn it for any great length of time yet. there are numerous ways to create chic looks.,Skirts
1,This skirt is fabulous!!! i ordered it in both grey and green. only flaw was the grey one was 2 inches shorter all the way around (made it too short!!!)  so i kept the green. great for summer and maybe fall with flats and a jacket.,Skirts
1,Fits just like on the model  even though im 5'4''. really happy with this casual summer find.,Skirts
1,I really like this skirt - so colorful! the interesting pattern and multiple colors will make this a great fall skirt. i can wear it with pink  burgundy  gray  white  black  and probably many more. can't wait for the temps to drop!,Skirts
1,Very cute. i received many compliments when i wore it. fits true to size (petite 2) with some good stretch in it. i am 5'3 and it was slightly longer than that on the model. it is a little odd that the buttons are all not the same. but perhaps that is part of its charm and it is not noticeable. it is very comfortable and the pictures are representative of what it looks like.,Skirts
1,I fell in love with this online and i'm so thrilled that it's even more beautiful in person. it is a stunning  very dark teal velvet with the most gorgeous embroidery. perfect fit  quality  and nicely lined. a keeper for years to come! i think it's true to size (for reference i'm 5'1  100 lbs and the 0p fits perfectly),Skirts
-1,Ordered the biggest size available  the large. the arms are so tight  i couldn't get it on. looked like it may have fit in the body so i don't understand why so constricting in the arms. i don't have big arms  either. fabric is thin but the color is pretty. can't recommend. i'd pass on this one.,Sleep
-1,A truly unwearable slip: scratchy fabric  bunchy skirt  teeny bodice. it feels like you are wearing wrapping paper--the foil kind.,Sleep
-1,I wanted this so badly  to wear as a dress over a slip. but it is not cute or flattering when you put it on. it made me look 20 pounds heavier than i am  and the fit was awful. i usually wear an xs in dresses at retailer and this swallowed me. i am petite but this is just waaaaaay too big. so disappointed because it's so pretty.,Sleep
-1,Length too long and waist to high. these are not sized for petites.,Sleep
-1,Just recently purchased and think it's ok for the price. would never pay full on this one & that's from an retailer shopper who's purchased plenty at full price. design is cute but definitely looks like a sleep shirt esp in the lighter color  so-so on construction - the bottom seams pucker slightly  the pockets bunch up weirdly (steaming/laundering don't help) & the shoulders also hunch up oddly. could be because of the thicker fabric sewn to the knit but laundering didn't help that issue either.,Sleep
-1,This is way cuter on the model. it runs so big that it is very unflattering. perhaps on someone tall it would look better  but sadly it looked dumpy on my 5'2 frame. it also arrived with some black stain on it. it is going back.,Sleep
